Day1StartTime,Day1EndTime,Sex,Age,Race,Education,Employment,PoliticalAffiliationCategorical,PoliticalAffiliationSlidingScale,Healthy_VaxscalePretest,Diseases_VaxScalePretest,Diseases_VaxScalePretest_Reversed,Doctors_VaxScalePreTest,Sideeffects_VaxScalePreTest,Sideeffects_VaccScalePreTest_Reversed,Planto_VaxScalePreTest,PreTestVaccinationAttitude,Autism_PreTest,EligibleToReturn,Returned,StartDate_day2,EndDate_day2,Condition,Condition Code,PostTest Vaccination Attitude,VaxAttitudeChangeScore,Healthy_VaxscalePosttest,Diseases_VaxScalePosttest,Diseases_VaxScalePosttest_Reversed,Doctors_VaxScalePostTest,Sideeffects_VaxScalePostTest,Sideeffects_VaxScalePostTest_Reversed,Planto_VaxScalePostTest,AutismAttitude_PostTest,AttentionCheck_PostTest (if = 4 then include),Parent,Number_of_children,Oldest_child_age,Youngest_child_age,hopeful_parent,YourFluShot,ExpectYourFluShot,ChildFluShot,ExpectYourChildFluShot,RefuseVaccination,Vaxwork,AttentionChecks_Sum(include if = 4),Paid_Attention,Excluded,preTest_Tercile,
1/12/15 9:16,1/12/15 9:19,1,32,1,4,1,4,19,6,2,5,6,1,6,6,5.8,1,1,1,1/13/15 9:47,1/13/15 9:51,Autism Correction,1,5.8,0,6,2,5,6,1,6,6,1,4,0,,,,3,0,0,,,,1,4,1,0,3,
1/12/15 10:04,1/12/15 10:08,2,36,1,4,5,4,24,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 9:16,1/13/15 9:21,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,4,1,2,9,3,,1,1,0,1,0,1,4,1,0,3,
1/12/15 9:09,1/12/15 9:12,1,32,1,5,1,4,50,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:07,1/13/15 9:11,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,1,3,4,2 months,,1,1,1,1,0,1,4,1,0,3,
1/12/15 10:36,1/12/15 10:39,2,29,1,6,1,4,48,6,1,6,6,1,6,6,6,1,1,1,1/13/15 10:27,1/13/15 10:31,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,0,,,,0,1,1,,,,1,4,1,0,3,
1/12/15 10:29,1/12/15 10:32,2,31,1,3,1,4,43,6,1,6,6,1,6,6,6,1,1,1,1/13/15 10:43,1/13/15 10:49,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,1,3,10,4,,0,0,0,0,0,1,4,1,0,3,
1/12/15 9:17,1/12/15 9:22,1,25,3,2,1,5,50,6,1,6,5,2,5,6,5.6,5,1,1,1/13/15 12:56,1/13/15 13:08,Autism Correction,1,6,0.4,6,1,6,6,1,6,6,1,4,0,,,,3,0,0,,,,1,3,1,1,3,
1/12/15 9:20,1/12/15 9:23,1,26,1,4,3,5,47,4,4,3,2,4,3,2,2.8,5,1,1,1/13/15 9:29,1/13/15 9:33,Autism Correction,1,2.8,0,4,4,3,2,4,3,2,4,4,0,,,,3,0,0,,,,1,4,1,0,1,
1/12/15 9:54,1/12/15 9:58,2,42,1,4,1,5,62,5,4,3,3,2,5,2,3.6,4,1,1,1/13/15 9:38,1/13/15 9:45,Autism Correction,1,3.2,-0.4,5,4,3,3,3,4,1,4,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 9:34,1/12/15 9:37,2,24,1,4,5,5,48,4,3,4,4,3,4,4,4,4,1,1,1/13/15 16:55,1/13/15 16:58,Autism Correction,1,5.4,1.4,6,1,6,5,2,5,5,2,4,0,,,,3,0,1,,,,1,4,1,0,1,
1/12/15 10:16,1/12/15 10:20,1,25,1,5,1,5,58,4,3,4,5,2,5,4,4.4,2,1,1,1/13/15 13:40,1/13/15 13:46,Autism Correction,1,4.8,0.4,5,3,4,5,2,5,5,1,4,0,,,,1,0,0,,,,1,4,1,0,1,
1/12/15 9:38,1/12/15 9:46,2,35,1,3,1,5,58,4,3,4,5,2,5,6,4.8,2,1,1,1/13/15 12:05,1/13/15 12:18,Autism Correction,1,5,0.2,5,2,5,4,2,5,6,1,4,1,1,14,14,,0,0,0,0,0,1,4,1,0,2,
1/12/15 9:55,1/12/15 10:01,1,24,2,3,4,5,52,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 12:45,1/13/15 12:49,Autism Correction,1,6,0.2,6,1,6,6,1,6,6,1,4,0,,,,2,0,0,,,,1,4,1,0,3,
1/12/15 10:13,1/12/15 10:17,1,37,1,4,1,5,26,6,1,6,6,2,5,6,5.8,1,1,1,1/13/15 10:58,1/13/15 11:04,Autism Correction,1,4.8,-1,5,1,6,5,5,2,6,1,4,1,1,3,3,,0,1,1,1,0,1,4,1,0,3,
1/12/15 9:09,1/12/15 9:11,1,27,1,4,1,5,30,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 9:39,1/13/15 9:41,Autism Correction,1,6,0.2,6,1,6,6,1,6,6,1,4,0,,,,3,1,1,,,,1,4,1,0,3,
1/12/15 9:14,1/12/15 9:18,1,26,1,6,1,5,24,6,1,6,6,1,6,6,6,1,1,1,1/13/15 10:15,1/13/15 10:19,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,0,,,,0,1,1,,,,1,4,1,0,3,
1/12/15 9:10,1/12/15 9:12,1,32,2,4,1,5,46,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:06,1/13/15 9:09,Autism Correction,1,5,-1,6,1,6,6,6,1,6,1,4,1,2,8,6,,0,0,0,0,0,1,4,1,0,3,
1/12/15 9:14,1/12/15 9:17,2,30,1,6,5,6,50,5,5,2,5,5,2,5,3.8,4,1,1,1/13/15 10:05,1/13/15 10:09,Autism Correction,1,4.8,1,5,2,5,5,3,4,5,3,4,1,3,5,0.6666,,0,0,0,0,0,1,4,1,0,1,
1/12/15 9:20,1/12/15 9:24,1,27,3,4,1,6,36,4,3,4,4,4,3,4,3.8,2,1,1,1/13/15 17:14,1/13/15 17:21,Autism Correction,1,4.6,0.8,4,2,5,5,2,5,4,2,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 9:48,1/12/15 9:55,1,29,1,4,1,6,45,5,2,5,5,2,5,6,5.2,1,1,1,1/13/15 11:47,1/13/15 11:52,Autism Correction,1,5.2,0,5,2,5,5,2,5,6,1,4,0,,,,2,0,1,,,,1,4,1,0,2,
1/12/15 9:51,1/12/15 9:55,1,25,1,3,4,6,34,6,1,6,6,1,6,6,6,1,1,1,1/13/15 11:24,1/13/15 11:28,Autism Correction,1,5.6,-0.4,5,1,6,6,2,5,6,1,4,0,,,,3,0,0,,,,1,4,1,0,3,
1/12/15 10:15,1/12/15 10:19,1,31,1,3,1,1,100,2,6,1,1,6,1,1,1.2,6,1,1,1/13/15 10:48,1/13/15 10:53,Control,2,1.6,0.4,2,5,2,1,5,2,1,6,4,1,4,9,1,,0,0,0,0,1,0,4,1,0,1,
1/12/15 9:16,1/12/15 9:23,1,45,1,3,5,1,100,5,5,2,5,4,3,4,3.8,2,1,1,1/13/15 10:21,1/13/15 10:30,Control,2,3.2,-0.6,3,5,2,4,4,3,4,5,4,1,5,40,31,,0,0,1,1,0,1,4,1,0,1,
1/12/15 9:29,1/12/15 9:33,1,40,1,2,1,1,91,5,3,4,4,4,3,5,4.2,3,1,1,1/13/15 9:15,1/13/15 9:20,Control,2,4.8,0.6,6,3,4,5,3,4,5,4,4,0,,,,2,1,1,,,,1,4,1,0,1,
1/12/15 9:28,1/12/15 9:33,1,38,1,3,1,1,59,5,1,6,5,6,1,5,4.4,3,1,1,1/13/15 15:49,1/13/15 15:53,Control,2,4.4,0,5,2,5,5,5,2,5,4,4,1,1,16,16,,0,0,0,0,0,1,4,1,0,1,
1/12/15 9:21,1/12/15 9:24,2,33,1,4,5,1,53,6,1,6,3,6,1,6,4.4,1,1,1,1/13/15 18:11,1/13/15 18:15,Control,2,5.4,1,6,1,6,3,1,6,6,1,4,1,1,0.5,0.5,,0,0,0,1,0,1,4,1,0,1,
1/12/15 10:23,1/12/15 10:26,1,31,1,2,1,1,92,6,3,4,4,4,3,6,4.6,4,1,1,1/13/15 12:16,1/13/15 12:21,Control,2,5,0.4,5,2,5,5,2,5,5,4,4,1,1,11,11,,0,1,0,1,0,1,4,1,0,2,
1/12/15 9:10,1/12/15 9:13,1,23,1,3,2,1,94,5,2,5,5,3,4,5,4.8,3,1,1,1/13/15 9:24,1/13/15 9:28,Control,2,5,0.2,5,2,5,5,2,5,5,2,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 9:26,1/12/15 9:31,2,47,1,3,1,1,61,5,2,5,4,2,5,5,4.8,4,1,1,1/13/15 9:04,1/13/15 9:09,Control,2,5,0.2,5,2,5,5,2,5,5,4,4,1,2,28,23,,0,0,0,0,0,1,4,1,0,2,
1/12/15 9:16,1/12/15 9:20,1,48,1,4,4,1,91,6,1,6,1,2,5,6,4.8,3,1,1,1/13/15 11:30,1/13/15 11:34,Control,2,5.2,0.4,6,1,6,3,2,5,6,4,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 9:26,1/12/15 9:31,1,37,1,2,1,1,76,5,2,5,5,2,5,5,5,3,1,1,1/13/15 9:15,1/13/15 9:22,Control,2,5,0,5,2,5,5,2,5,5,2,4,1,2,17,15,,0,0,1,1,1,0,4,1,0,2,
1/12/15 9:14,1/12/15 9:19,2,29,1,4,1,1,84,5,2,5,5,2,5,5,5,2,1,1,1/13/15 9:17,1/13/15 9:22,Control,2,5,0,5,2,5,5,2,5,5,2,4,0,,,,2,0,0,,,,1,4,1,0,2,
1/12/15 9:30,1/12/15 9:34,2,28,1,6,1,1,71,6,4,3,5,1,6,6,5.2,3,1,1,1/13/15 14:06,1/13/15 14:10,Control,2,5.4,0.2,6,3,4,5,1,6,6,3,4,1,2,3,1,,1,1,1,1,0,1,4,1,0,2,
1/12/15 9:33,1/12/15 9:36,1,34,4,4,1,1,75,6,1,6,6,5,2,6,5.2,3,1,1,1/13/15 14:27,1/13/15 14:32,Control,2,5.4,0.2,6,1,6,5,3,4,6,3,4,1,3,5,1,,1,1,1,1,0,1,4,1,0,2,
1/12/15 9:29,1/12/15 9:35,1,22,1,3,5,1,62,6,2,5,5,2,5,5,5.2,3,1,1,1/13/15 13:58,1/13/15 14:02,Control,2,5.2,0,5,1,6,5,2,5,5,3,4,0,,,,3,0,0,,,,1,4,1,0,2,
1/12/15 9:09,1/12/15 9:12,2,44,1,3,5,1,75,6,2,5,5,1,6,6,5.6,2,1,1,1/13/15 9:28,1/13/15 9:32,Control,2,5.8,0.2,6,1,6,5,1,6,6,2,4,1,2,20,17,,0,0,0,0,1,0,4,1,0,3,
1/12/15 9:09,1/12/15 9:14,2,32,1,2,1,1,78,6,2,5,5,1,6,6,5.6,1,1,1,1/13/15 9:06,1/13/15 9:13,Control,2,5.6,0,6,2,5,5,1,6,6,1,4,0,,,,1,1,1,,,,1,4,1,0,3,
1/12/15 10:20,1/12/15 10:26,2,49,1,3,6,1,76,6,1,6,4,1,6,6,5.6,5,1,1,1/13/15 9:14,1/13/15 9:20,Control,2,5.8,0.2,6,1,6,5,1,6,6,4,4,0,,,,0,1,1,,,,1,4,1,0,3,
1/12/15 9:53,1/12/15 9:56,1,28,1,6,1,1,75,6,2,5,5,1,6,6,5.6,2,1,1,1/13/15 9:42,1/13/15 9:52,Control,2,6,0.4,6,1,6,6,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 9:15,1/12/15 9:22,2,40,1,3,2,1,77,6,2,5,6,1,6,6,5.8,1,1,1,1/13/15 9:11,1/13/15 9:21,Control,2,5.6,-0.2,6,2,5,6,2,5,6,2,4,1,3,19,8,,1,1,1,1,0,1,4,1,0,3,
1/12/15 9:45,1/12/15 9:47,1,23,1,4,1,1,62,6,1,6,6,1,6,6,6,1,1,1,1/13/15 10:29,1/13/15 10:32,Control,2,6,0,6,1,6,6,1,6,6,1,4,0,,,,1,1,1,,,,1,4,1,0,3,
1/12/15 9:57,1/12/15 10:02,2,38,1,3,3,1,88,6,1,6,6,1,6,6,6,1,1,1,1/13/15 14:41,1/13/15 14:46,Control,2,6,0,6,1,6,6,1,6,6,1,4,1,2,3,1,,1,1,1,1,0,1,4,1,0,3,
1/12/15 9:37,1/12/15 9:41,2,28,1,4,1,1,52,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:20,1/13/15 9:24,Control,2,6,0,6,1,6,6,1,6,6,1,4,1,2,7,3,,0,0,0,0,0,1,4,1,0,3,
1/12/15 10:29,1/12/15 10:35,2,55,3,4,2,2,0,5,4,3,5,3,4,5,4.4,4,1,1,1/13/15 11:23,1/13/15 11:32,Control,2,3.6,-0.8,5,5,2,4,4,3,4,4,4,1,2,35,32,,0,0,0,0,0,1,3,1,1,1,
1/12/15 9:20,1/12/15 9:27,2,52,1,3,3,2,2,3,5,2,2,5,2,1,2,5,1,1,1/13/15 12:00,1/13/15 12:06,Control,2,2.4,0.4,4,5,2,2,4,3,1,5,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 9:39,1/12/15 9:43,1,21,5,3,5,2,35,3,5,2,3,4,3,5,3.2,5,1,1,1/13/15 9:30,1/13/15 9:35,Control,2,4.2,1,4,5,2,6,3,4,5,5,4,0,,,,3,1,1,,,,1,4,1,0,1,
1/12/15 9:49,1/12/15 9:53,1,29,1,3,1,2,31,4,4,3,3,4,3,3,3.2,4,1,1,1/13/15 9:18,1/13/15 9:22,Control,2,3,-0.2,5,5,2,2,4,3,3,4,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 9:17,1/12/15 9:20,1,27,1,5,1,2,0,3,3,4,5,4,3,4,3.8,2,1,1,1/13/15 10:10,1/13/15 10:13,Control,2,3.2,-0.6,3,4,3,5,4,3,2,3,4,0,,,,1,0,0,,,,0,4,1,0,1,
1/12/15 10:11,1/12/15 10:16,2,28,2,3,1,2,0,5,4,3,4,4,3,5,4,3,1,1,1/13/15 14:49,1/13/15 14:56,Control,2,4.2,0.2,5,3,4,4,4,3,5,2,4,1,2,11,5,,0,0,1,1,1,1,4,1,0,1,
1/12/15 9:35,1/12/15 9:42,2,55,1,2,1,2,58,5,2,5,4,5,2,5,4.2,2,1,1,1/13/15 14:29,1/13/15 14:37,Control,2,5,0.8,5,2,5,5,2,5,5,2,4,1,3,31,27,,1,1,0,0,0,1,4,1,0,1,
1/12/15 9:36,1/12/15 9:40,2,23,3,3,4,2,14,5,5,2,4,2,5,6,4.4,6,1,1,1/13/15 16:51,1/13/15 16:58,Control,2,4.2,-0.2,6,6,1,4,2,5,5,4,4,1,1,1,1,,0,0,1,0,0,1,4,1,0,1,
1/12/15 9:27,1/12/15 9:33,1,28,1,4,1,2,0,5,2,5,4,5,2,6,4.4,2,1,1,1/13/15 9:23,1/13/15 9:31,Control,2,5.2,0.8,6,2,5,4,2,5,6,2,4,1,1,6,6,,0,0,0,0,0,1,4,1,0,1,
1/12/15 9:26,1/12/15 9:29,2,22,1,4,5,2,18,5,1,6,3,3,4,5,4.6,2,1,1,1/13/15 15:05,1/13/15 15:09,Control,2,4.6,0,5,1,6,3,3,4,5,2,4,0,,,,3,0,1,,,,1,4,1,0,2,
1/12/15 9:41,1/12/15 9:45,1,32,1,4,1,2,8,5,2,5,4,2,5,5,4.8,2,1,1,1/13/15 15:02,1/13/15 15:08,Control,2,5,0.2,5,2,5,5,2,5,5,3,4,0,,,,2,0,0,,,,1,4,1,0,2,
1/12/15 10:32,1/12/15 10:36,1,29,1,4,1,2,13,5,3,4,5,2,5,5,4.8,3,1,1,1/13/15 13:45,1/13/15 13:49,Control,2,5,0.2,5,2,5,5,2,5,5,3,4,0,,,,3,1,1,,,,1,4,1,0,2,
1/12/15 9:55,1/12/15 9:59,1,30,1,6,1,2,37,5,2,5,5,2,5,5,5,2,1,1,1/13/15 10:56,1/13/15 10:59,Control,2,4.2,-0.8,5,2,5,4,5,2,5,2,4,1,1,2,2,,1,1,1,1,0,1,4,1,0,2,
1/12/15 10:36,1/12/15 10:39,2,34,1,3,1,2,0,6,1,6,1,1,6,6,5,1,1,1,1/13/15 10:55,1/13/15 10:59,Control,2,5,0,6,1,6,1,1,6,6,1,4,1,1,2,2,,0,0,1,1,0,1,4,1,0,2,
1/12/15 10:38,1/12/15 10:42,1,33,1,4,1,2,44,5,2,5,5,2,5,5,5,2,1,1,1/13/15 17:31,1/13/15 17:37,Control,2,5,0,5,2,5,5,2,5,5,2,4,1,2,9,6,,0,1,0,1,0,1,4,1,0,2,
1/12/15 9:10,1/12/15 9:16,1,39,1,4,1,2,29,6,1,6,6,5,2,6,5.2,1,1,1,1/13/15 9:48,1/13/15 9:52,Control,2,6,0.8,6,1,6,6,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 9:25,1/12/15 9:31,1,34,1,4,3,2,10,6,1,6,4,1,6,4,5.2,1,1,1,1/13/15 12:09,1/13/15 12:17,Control,2,5.2,0,6,1,6,4,1,6,4,1,4,0,,,,3,0,0,,,,1,4,1,0,2,
1/12/15 10:21,1/12/15 10:27,2,36,3,2,2,2,39,6,2,5,5,2,5,5,5.2,3,1,1,1/13/15 10:32,1/13/15 10:38,Control,2,5.2,0,5,2,5,5,2,5,6,3,4,0,,,,1,0,0,,,,1,4,1,0,2,
1/12/15 10:10,1/12/15 10:14,1,32,2,6,1,2,18,5,1,6,5,2,5,5,5.2,2,1,1,1/13/15 17:59,1/13/15 18:05,Control,2,4.8,-0.4,4,2,5,5,2,5,5,2,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 9:25,1/12/15 9:31,1,40,1,4,1,2,47,6,2,5,4,1,6,6,5.4,1,1,1,1/13/15 10:17,1/13/15 10:24,Control,2,4.6,-0.8,6,2,5,5,6,1,6,1,4,1,2,10,8,,0,0,0,0,0,1,4,1,0,2,
1/12/15 9:34,1/12/15 9:38,2,27,7,4,3,2,11,6,1,6,4,1,6,6,5.6,2,1,1,1/13/15 13:20,1/13/15 13:28,Control,2,5.6,0,6,1,6,4,1,6,6,2,4,0,,,,3,0,1,,,,1,4,1,0,3,
1/12/15 9:32,1/12/15 9:38,1,64,1,3,6,2,2,6,2,5,6,1,6,5,5.6,4,1,1,1/13/15 12:46,1/13/15 12:54,Control,2,5.4,-0.2,6,2,5,5,1,6,5,3,4,1,1,31,31,,0,0,1,1,0,1,4,1,0,3,
1/12/15 9:18,1/12/15 9:20,2,23,1,4,1,2,8,5,1,6,5,1,6,6,5.6,1,1,1,1/13/15 9:09,1/13/15 9:12,Control,2,6,0.4,6,1,6,6,1,6,6,1,4,0,,,,2,1,1,,,,1,4,1,0,3,
1/12/15 9:53,1/12/15 10:00,1,30,1,4,2,2,1,6,1,6,5,1,6,6,5.8,2,1,1,1/13/15 9:43,1/13/15 9:54,Control,2,5.8,0,6,2,5,6,1,6,6,2,4,0,,,,0,1,1,,,,1,4,1,0,3,
1/12/15 9:46,1/12/15 9:50,1,28,5,4,4,2,26,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 9:10,1/13/15 9:17,Control,2,5.8,0,6,1,6,5,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 9:15,1/12/15 9:19,2,53,1,3,5,2,1,6,2,5,6,1,6,6,5.8,1,1,1,1/13/15 15:19,1/13/15 15:23,Control,2,5,-0.8,6,1,6,6,6,1,6,1,4,1,4,34,16,,0,0,1,1,0,1,4,1,0,3,
1/12/15 9:27,1/12/15 9:31,2,31,1,4,2,2,14,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 10:45,1/13/15 10:49,Control,2,5.8,0,6,1,6,5,1,6,6,1,4,1,1,4,4,,1,1,1,1,0,1,4,1,0,3,
1/12/15 10:17,1/12/15 10:22,1,29,2,3,4,2,22,6,2,5,6,1,6,6,5.8,3,1,1,1/13/15 16:33,1/13/15 16:38,Control,2,5.8,0,6,2,5,6,1,6,6,2,4,0,,,,2,0,1,,,,1,4,1,0,3,
1/12/15 10:13,1/12/15 10:17,1,34,1,4,1,2,13,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 10:19,1/13/15 10:24,Control,2,5.8,0,6,1,6,5,1,6,6,1,4,0,,,,1,0,0,,,,1,4,1,0,3,
1/12/15 10:14,1/12/15 10:17,2,37,1,5,5,2,11,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 17:01,1/13/15 17:04,Control,2,5.8,0,6,1,6,5,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 9:36,1/12/15 9:40,1,24,1,3,2,2,0,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:14,1/13/15 9:17,Control,2,6,0,6,1,6,6,1,6,6,1,4,0,,,,3,1,1,,,,1,4,1,0,3,
1/12/15 10:10,1/12/15 10:15,1,30,3,4,1,2,13,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:54,1/13/15 9:58,Control,2,6,0,6,1,6,6,1,6,6,2,4,0,,,,2,0,1,,,,1,4,1,0,3,
1/12/15 9:25,1/12/15 9:30,1,29,1,4,1,2,24,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:59,1/13/15 10:03,Control,2,6,0,6,1,6,6,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 10:11,1/12/15 10:16,1,39,1,3,1,2,14,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:07,1/13/15 9:13,Control,2,6,0,6,1,6,6,1,6,6,1,4,1,1,4,4,,0,0,1,1,0,1,4,1,0,3,
1/12/15 9:16,1/12/15 9:19,1,43,1,3,1,2,30,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:04,1/13/15 9:07,Control,2,5.8,-0.2,6,2,5,6,1,6,6,1,4,1,2,16,10,,0,1,1,1,0,1,4,1,0,3,
1/12/15 9:26,1/12/15 9:33,2,75,1,2,6,2,36,6,1,6,6,1,6,6,6,3,1,1,1/13/15 10:39,1/13/15 10:47,Control,2,6,0,6,1,6,6,1,6,6,3,4,1,3,56,40,,0,0,0,0,0,1,4,1,0,3,
1/12/15 9:44,1/12/15 9:48,2,30,1,3,5,2,15,6,1,6,6,1,6,6,6,1,1,1,1/13/15 10:16,1/13/15 10:20,Control,2,6,0,6,1,6,6,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 10:04,1/12/15 10:08,2,23,1,4,1,2,15,6,1,6,6,1,6,6,6,1,1,1,1/13/15 17:19,1/13/15 17:22,Control,2,6,0,6,1,6,6,1,6,6,1,4,0,,,,3,1,1,,,,1,4,1,0,3,
1/12/15 10:33,1/12/15 10:38,2,26,1,6,1,2,14,6,1,6,6,1,6,6,6,1,1,1,1/13/15 10:59,1/13/15 11:04,Control,2,6,0,6,1,6,6,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 10:18,1/12/15 10:21,2,20,1,3,2,2,12,6,1,6,6,1,6,6,6,1,1,1,1/13/15 15:10,1/13/15 15:13,Control,2,6,0,6,1,6,6,1,6,6,1,4,0,,,,3,0,1,,,,1,4,1,0,3,
1/12/15 9:58,1/12/15 10:01,1,39,1,3,1,3,67,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 10:04,1/13/15 10:14,Control,2,6,0.2,6,1,6,6,1,6,6,1,4,1,2,5,1,,0,0,1,1,0,1,4,0,1,3,
1/12/15 9:09,1/12/15 9:13,2,37,3,4,1,3,54,4,6,1,2,5,2,4,2.6,6,1,1,1/13/15 9:06,1/13/15 9:10,Control,2,2.8,0.2,2,6,1,2,2,5,4,6,4,1,1,7,7,,0,0,0,0,1,0,4,1,0,1,
1/12/15 9:19,1/12/15 9:22,2,23,1,4,5,3,100,2,3,4,2,4,3,4,3,5,1,1,1/13/15 9:12,1/13/15 9:15,Control,2,2.6,-0.4,1,3,4,1,4,3,4,6,4,1,1,0.5,0.5,,0,0,0,0,1,0,4,1,0,1,
1/12/15 9:32,1/12/15 9:39,1,44,1,5,5,3,43,4,4,3,1,2,5,4,3.4,4,1,1,1/13/15 18:08,1/13/15 18:15,Control,2,3.6,0.2,5,4,3,1,2,5,4,5,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 9:20,1/12/15 9:25,2,37,1,3,3,3,64,5,3,4,4,4,3,5,4.2,2,1,1,1/13/15 9:35,1/13/15 9:41,Control,2,4.8,0.6,5,3,4,5,2,5,5,2,4,0,,,,1,0,0,,,,1,4,1,0,1,
1/12/15 10:39,1/12/15 10:47,1,27,1,3,1,3,92,5,3,4,4,2,5,4,4.4,3,1,1,1/13/15 9:57,1/13/15 10:06,Control,2,4.6,0.2,4,3,4,5,2,5,5,2,4,0,,,,3,0,0,,,,1,4,1,0,1,
1/12/15 9:20,1/12/15 9:24,1,31,1,3,3,3,50,6,1,6,3,1,6,6,5.4,1,1,1,1/13/15 18:22,1/13/15 18:26,Control,2,4.6,-0.8,5,1,6,5,5,2,5,1,4,0,,,,1,0,0,,,,1,4,1,0,2,
1/12/15 10:32,1/12/15 10:36,1,30,1,3,1,3,0,5,1,6,5,1,6,6,5.6,1,1,1,1/13/15 12:58,1/13/15 13:04,Control,2,5,-0.6,5,2,5,5,2,5,5,1,4,0,,,,2,1,1,,,,1,4,1,0,3,
1/12/15 10:35,1/12/15 10:39,1,28,1,4,1,3,50,6,1,6,6,1,6,6,6,1,1,1,1/13/15 10:26,1/13/15 10:34,Control,2,6,0,6,1,6,6,1,6,6,1,4,1,2,5,2,,1,1,1,1,0,1,4,1,0,3,
1/12/15 10:37,1/12/15 10:41,2,31,1,4,1,4,50,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 10:25,1/13/15 10:28,Control,2,5.6,-0.2,5,1,6,5,1,6,6,1,4,0,,,,0,0,1,,,,1,3,1,1,3,
1/12/15 9:20,1/12/15 9:23,1,35,1,3,1,4,16,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:50,1/13/15 9:55,Control,2,6,0,6,1,6,6,1,6,6,1,3,1,1,20,20,,0,1,0,1,0,1,3,1,1,3,
1/12/15 10:38,1/12/15 10:43,2,31,7,4,2,4,50,1,6,1,1,6,1,1,1,6,1,1,1/13/15 17:25,1/13/15 17:29,Control,2,1,0,1,6,1,1,6,1,1,6,4,0,,,,3,0,0,,,,0,4,1,0,1,
1/12/15 9:28,1/12/15 9:33,1,53,1,4,5,4,57,1,5,2,1,6,1,2,1.4,6,1,1,1/13/15 16:11,1/13/15 16:19,Control,2,2,0.6,2,5,2,2,5,2,2,5,4,0,,,,0,0,0,,,,0,4,1,0,1,
1/12/15 9:47,1/12/15 9:54,1,45,1,3,3,4,50,3,4,3,2,4,3,2,2.6,5,1,1,1/13/15 9:26,1/13/15 9:31,Control,2,2.6,0,3,4,3,2,4,3,2,5,4,0,,,,0,0,0,,,,0,4,1,0,1,
1/12/15 10:04,1/12/15 10:07,2,26,1,2,1,4,3,3,4,3,2,4,3,3,2.8,3,1,1,1/13/15 16:28,1/13/15 16:32,Control,2,2.6,-0.2,3,5,2,3,5,2,3,3,4,0,,,,2,0,0,,,,1,4,1,0,1,
1/12/15 9:25,1/12/15 9:29,1,28,1,3,4,4,50,4,3,4,3,4,3,2,3.2,3,1,1,1/13/15 11:30,1/13/15 11:33,Control,2,3.6,0.4,4,6,1,5,4,3,5,3,4,0,,,,0,0,0,,,,0,4,1,0,1,
1/12/15 9:47,1/12/15 9:50,2,65,1,4,6,4,50,5,4,3,3,3,4,3,3.6,5,1,1,1/13/15 14:48,1/13/15 14:54,Control,2,4.2,0.6,5,3,4,3,2,5,4,5,4,1,1,20,20,,0,0,0,0,1,1,4,1,0,1,
