"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","Q83_First.Click","Q83_Last.Click","Q83_Page.Submit","Q83_Click.Count","sex","age","race","educ","employ","income","politic1","politic2_1","Vax1_Vax1_1","Vax1_Vax1_2","Vax1_Vax1_3","Vax1_Vax1_4","Vax1_Vax1_5","Vax1_Vax1_6","Vax1_Vax1_check","Vax1_Vax1_33","Vax1_Vax1_34","Vax1_Vax1_35","Vax1_Vax1_36","Euth1_Euthanasia_1","Euth1_Euthanasia_2","Euth1_Euthanasia_3","Euth1_Euthanasia_4","Euth1_Euthanasia_5","Euth1_Euthanasia_check","Consq_Consequ2R_1","Consq_Consequ2R_2","Consq_Consequ2R_3","Consq_Consequ2R_4","Consq_Consequ2R_5","Consq_Consequ2R_check","Abortion_Abortion2R_1","Abortion_Abortion2R_2","Abortion_Abortion2R_3","Abortion_Abortion2R_4","Abortion_Abortion2R_5","Abortion_Abortion2R_check","SC0","SC1","SC2","SC3","SC4","workerId","assignmentId","hitId","study_time","payment","eligible"
"131","2018-03-21 12:38:57","2018-03-21 12:43:20","0","05427261bb922e83","100","262","1","2018-03-21 12:43:22","R_23a92VtMv07O8YR","","","","","39.567504882812","-79.936302185059","anonymous","EN","0","0","8.669","0","0","0","15.347","0","0","0","16.808","0","1","46","1","3","1","2","1","75","4","5","4","3","4","4","5","4","6","4","3","6","1","5","3","5","4","4","4","4","1","6","2","4","3","4","4","3","3","20","4","23","18","26","8e8f6934420af0eb","3QXNC7EIPIV3NQYJUZ7RZICECZP90L","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"132","2018-03-21 12:41:18","2018-03-21 12:43:26","0","053182fb82cf4379","100","127","1","2018-03-21 12:43:26","R_Rz3QnopCvI9vF7P","","","","","42.406295776367","-71.051200866699","anonymous","EN","0","0","3.937","0","0","0","6.559","0","0","0","6.23","0","4","28","8","9","9","0","9","53","5","6","5","1","6","3","5","6","3","5","1","5","1","5","3","5","5","2","3","3","2","3","2","1","1","1","6","6","2","25","2","17","5","25","a38bcd76d6aea124","39KFRKBFINV3R8YA4W1IO01NJBQOYF","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"133","2018-03-21 12:36:34","2018-03-21 12:43:35","0","574001fa8577241a","100","421","1","2018-03-21 12:43:36","R_T5cUozSkEWi9jz3","","","","","29.550399780273","-95.250503540039","anonymous","EN","0","0","4.021","0","0","0","12.38","0","0","0","5.789","0","1","22","1","3","3","2","1","58","1","6","6","1","5","1","5","6","1","6","1","6","2","6","4","6","4","5","4","4","3","4","2","2","1","3","5","4","3","29","4","20","11","26","3a389949753c77ab","39JEC7537U1LEP629G57M13CCG4VCF","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"134","2018-03-21 12:37:15","2018-03-21 12:43:37","0","95d7a8186cb97b4e","100","382","1","2018-03-21 12:43:38","R_TnkFZ0vy1RxKvrr","","","","","36.345703125","-94.251403808594","anonymous","EN","0","0","6.747","0","0","0","8.3","0","0","0","15.404","0","2","37","1","3","8","3","2","0","2","4","4","3","4","3","5","5","3","4","2","4","3","5","3","4","4","5","4","4","3","3","2","1","6","1","6","6","3","21","4","19","10","21","4641eea93de3e8f3","3ATTHHXXWAO4VHXX152BLPYS5WWXIM","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"135","2018-03-21 12:40:35","2018-03-21 12:43:42","0","0bceafa6b2c0229b","100","186","1","2018-03-21 12:43:42","R_3RsdlyRellDJzLx","","","","","41.946304321289","-87.812698364258","anonymous","EN","0","0","4.872","0","0","0","7.886","0","7","8.303","8.926","2","1","23","1","5","1","3","10","49","5","5","5","3","4","5","5","5","6","4","3","5","6","6","4","2","4","6","6","6","6","5","2","4","1","3","6","4","3","20","4","19","12","17","8535d0855193706e","3SKRO2GZ71RNBB2SUF2G3W94SL7K1T","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"136","2018-03-21 12:38:16","2018-03-21 12:43:57","0","305d1b62f0891340","100","341","1","2018-03-21 12:43:57","R_3eyinPKqI2nhWZe","","","","","35.390197753906","-82.372497558594","anonymous","EN","0","0","8.2","0","0","0","7.678","0","0","0","11.25","0","2","35","1","6","1","4","1","93","1","6","6","1","6","1","5","6","1","6","1","6","1","6","1","6","4","6","6","6","6","1","2","1","1","1","6","5","3","30","4","15","6","30","1829071bd8f8c664","3FDJT1UU748MZT3BV24S6MML41C5KW","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"137","2018-03-21 12:40:41","2018-03-21 12:43:57","0","f28edb9aeb797e46","100","196","1","2018-03-21 12:43:58","R_1pYv5WyYT5nKH1F","","","","","47.610305786133","-122.33409881592","anonymous","EN","0","0","3.742","0","0","0","6.924","0","0","0","50.576","0","1","31","1","3","1","6","2","0","1","6","6","1","6","1","5","6","3","6","1","6","1","6","1","6","4","5","2","5","3","4","2","4","2","1","6","4","3","30","4","23","11","30","563548b25562fd47","3WJEQKOXA82HZYT6IOPR9I68N9DA14","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"138","2018-03-21 12:41:54","2018-03-21 12:43:59","0","5a827a9b0e2f1306","100","125","1","2018-03-21 12:43:59","R_1GTw83yiOjvLpFv","","","","","42.339294433594","-122.79869842529","anonymous","EN","0","0","4.098","0","5.338","5.338","6.352","1","0","0","6.564","0","2","23","1","3","2","1","2","5","1","6","6","1","4","1","5","6","3","6","1","6","2","5","2","6","4","3","2","3","3","3","2","1","1","1","6","6","3","28","4","18","5","27","f70d47c4ac781f0a","3IQ1VMJRYTKZO3W1M14KOOORLL1A9D","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"139","2018-03-21 12:37:30","2018-03-21 12:43:59","0","ee49d2360272d777","100","389","1","2018-03-21 12:44:00","R_1FPbasU2HuvStB4","","","","","44.837097167969","-92.591697692871","anonymous","EN","0","0","5.274","0","0","0","12.536","0","0","0","24.832","0","2","47","1","4","8","6","1","97","4","5","4","4","1","5","5","4","6","4","3","4","5","5","6","5","4","6","6","4","3","2","2","6","6","6","1","1","3","16","4","17","30","17","8d1094e29dbe4087","3J2UYBXQQLCG57WLWS4FF8LCMYH061","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"140","2018-03-21 12:40:58","2018-03-21 12:43:59","0","90834afa30f6457a","100","181","1","2018-03-21 12:44:00","R_1M3V3B9AhVPeKSj","","","","","42.680297851562","-84.563102722168","anonymous","EN","0","0","4.361","0","0","0","15.284","0","0","0","17.877","0","1","30","1","4","1","5","1","100","3","5","5","4","5","3","5","4","1","4","2","3","4","3","4","4","4","4","3","3","4","4","2","6","6","4","1","1","3","22","4","18","28","16","49e23721fe23c84c","3TVRFO09GKF6LI53M8ZOD5QKM0RLXP","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"141","2018-03-21 12:36:19","2018-03-21 12:44:04","0","27851da36a1b9a70","100","465","1","2018-03-21 12:44:04","R_T7rRzM6e7Jm1wGZ","","","","","41.546798706055","-93.620903015137","anonymous","EN","0","0","18.104","0","0","0","26.257","0","0","0","15.969","0","2","21","1","3","2","4","1","59","2","5","6","2","5","1","5","6","1","5","1","3","4","4","3","2","4","6","5","2","5","4","2","5","6","6","3","2","2","26","3","16","26","16","711ce8320e99417b","37UQDCYH6XVF28B6IZXW6FBYB5DV7M","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"142","2018-03-21 12:41:31","2018-03-21 12:44:05","0","c84487fef0ff1b49","100","153","1","2018-03-21 12:44:06","R_z6jjizOuNpDK4BX","","","","","39.894195556641","-75.039398193359","anonymous","EN","0","0","52.151","0","0","0","13.319","0","7.053","7.053","7.363","1","2","19","5","3","2","6","2","0","1","6","6","2","6","1","5","6","2","6","1","6","1","6","1","6","4","4","1","2","3","4","2","1","1","1","6","6","3","29","4","20","5","30","c86ba1f16f234363","3HVVDCPGTESJ403I0DNHIA7AIJ6YTA","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"143","2018-03-21 12:36:59","2018-03-21 12:44:12","0","a49204e4fc1b65fb","100","432","1","2018-03-21 12:44:12","R_85Jy0vqqm3E4d2N","","","","","37.751007080078","-97.821998596191","anonymous","EN","0","0","10.375","0","0","0","19.725","0","0","0","22.975","0","1","40","1","4","2","4","9","50","4","4","4","3","3","5","5","4","3","4","3","4","3","4","3","4","4","5","3","5","3","3","2","3","3","4","4","2","3","18","4","21","18","20","3f58be2a83ecb63a","30LSNF239UV3U1U0DGHIVZ4WSNW2IH","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"144","2018-03-21 12:40:45","2018-03-21 12:44:13","0","93697dffad8297d6","100","207","1","2018-03-21 12:44:14","R_1C3JPwBV5WHH2rb","","","","","38.272399902344","-77.593200683594","anonymous","EN","0","0","5.108","0","0","0","6.843","0","0","0","12.374","0","2","28","1","6","2","4","1","50","3","4","5","3","4","3","5","5","5","4","2","5","3","5","3","4","4","4","4","3","3","3","2","4","2","4","5","3","3","21","4","17","16","22","84c1c0f9e9dbd5ec","3LYA37P8IQNOO9KKWCV598MDEXYKBC","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"145","2018-03-21 12:37:02","2018-03-21 12:44:19","0","593e65316180bcdd","100","436","1","2018-03-21 12:44:19","R_1rv9UD88e4uzuDd","","","","","41.794006347656","-83.587898254395","anonymous","EN","0","0","17.803","0","0","0","16.888","0","0","0","18.489","0","2","43","1","5","2","4","2","34","3","5","4","3","4","3","5","5","3","4","3","3","3","6","4","3","4","4","4","4","4","4","2","4","2","3","4","3","3","21","4","18","16","19","c69def3104fa0f3a","340UGXU9DY1H0JN2V7Q7G7PIJGBVUP","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"146","2018-03-21 12:40:15","2018-03-21 12:44:20","0","6d5d4ba5da67350e","100","244","1","2018-03-21 12:44:20","R_24NwzjRtqVourFe","","","","","39.543594360352","-78.213996887207","anonymous","EN","0","0","5.068","0","4.284","4.284","7.703","1","4.557","4.557","6.624","1","1","45","1","6","1","6","9","40","1","6","6","1","5","1","5","6","2","6","1","6","1","5","2","6","4","4","2","1","5","3","2","3","1","1","4","4","3","29","4","15","11","28","f254870982dc7b62","3HHRAGRYX85OQ7Q2WK92PJ8WA259OB","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"147","2018-03-21 12:41:31","2018-03-21 12:44:22","0","8546c0ac822ddfae","100","171","1","2018-03-21 12:44:23","R_ZxEIPTA0Xy5E5fr","","","","","38.136093139648","-79.062301635742","anonymous","EN","0","0","5.214","0","9.1","9.1","9.513","1","0","0","10.982","0","1","33","1","4","5","1","9","0","1","6","6","1","3","1","5","6","1","6","1","5","1","5","2","6","4","4","2","4","2","3","2","1","1","1","6","6","3","27","4","21","5","27","970a0005ae5e7bde","3TUI152ZZBN9ME0N7KMDZILDRRYQ1Q","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"148","2018-03-21 12:36:20","2018-03-21 12:44:28","0","bec047ec3e910e72","100","487","1","2018-03-21 12:44:28","R_2bGVYYDvpVet1OV","","","","","34.228103637695","-84.178001403809","anonymous","EN","0","0","16.038","0","0","0","158.581","0","0","0","9.873","0","2","35","1","2","1","6","1","90","2","5","6","2","2","3","5","6","5","5","2","6","2","6","1","6","4","5","6","3","3","3","2","5","5","4","1","1","3","23","4","16","26","29","4cc82e1925240b45","3B3WTRP3DB2AJ01X9MB5I65T9X929Y","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"149","2018-03-21 12:42:48","2018-03-21 12:44:29","0","6bc853661ed6e2ee","100","101","1","2018-03-21 12:44:29","R_3iW2hUv9EUztjQY","","","","","45.488403320312","-94.232398986816","anonymous","EN","0","0","3.839","0","0","0","5.749","0","0","0","6.07","0","1","20","1","4","1","6","1","76","2","5","5","2","5","2","5","5","3","5","1","2","5","5","3","3","4","4","2","4","3","3","2","5","5","5","2","2","3","25","4","20","25","16","867eff7c51baf69d","3ZOTGHDK5IB6VMM15Q9T6EDM2QUSO5","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"150","2018-03-21 12:42:04","2018-03-21 12:44:30","0","4accac9504964dc5","100","146","1","2018-03-21 12:44:30","R_3Kx9b8u1rFATJWl","","","","","28.004196166992","-82.293601989746","anonymous","EN","0","0","4.584","0","0","0","5.885","0","0","0","6.617","0","1","30","1","3","1","3","2","16","1","6","6","1","6","1","5","1","1","6","1","6","1","6","1","6","4","4","1","2","3","3","2","1","1","1","6","6","3","30","4","19","5","30","2e8bdf901acf8c42","3VP0C6EFSGWD8L3SLXRDD5SPP1IM6Y","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"151","2018-03-21 12:42:32","2018-03-21 12:44:33","0","3bb540d136fac053","100","121","1","2018-03-21 12:44:34","R_2wvqdp6EQXfQ5Yi","","","","","25.765106201172","-80.360298156738","anonymous","EN","1.015","1.015","3.772","1","9.816","9.816","10.076","1","5.679","5.679","5.956","1","1","23","1","4","1","2","2","21","1","6","6","1","6","1","5","6","2","6","1","6","1","6","3","6","4","4","1","2","1","3","2","3","1","3","4","4","3","30","4","21","13","28","efa046a0b86d96b5","39PAAFCODM02068DV20XBB3G024TVW","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"152","2018-03-21 12:42:07","2018-03-21 12:44:37","0","6f2de69e827ac55e","100","150","1","2018-03-21 12:44:37","R_1ODBCVNGPF6jypA","","","","","42.521606445312","-83.163299560547","anonymous","EN","0","0","4.198","0","0","0","5.915","0","0","0","9.387","0","2","49","1","5","3","1","2","16","2","5","6","1","4","1","5","6","3","6","1","4","3","4","3","4","4","4","4","4","4","3","2","1","1","1","5","5","3","26","4","17","7","20","39d89126980ef34b","3CFJTT4SXTQAG2R6JSYDRQL433I7I2","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"153","2018-03-21 12:38:56","2018-03-21 12:44:37","0","9368f1c38175c3a1","100","341","1","2018-03-21 12:44:38","R_1GJ0N6z767tW6Tc","","","","","43.070907592773","-89.188499450684","anonymous","EN","0","0","5.096","0","0","0","6.459","0","0","0","11.314","0","1","24","1","3","1","4","1","63","3","4","4","3","4","3","5","4","3","4","3","4","3","4","3","4","4","4","3","4","4","4","2","4","3","4","4","4","3","20","4","19","17","20","254aaad524f0a269","33C7UALJVLY3GA0RLQ5DDR0DXLD18R","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"154","2018-03-21 12:42:49","2018-03-21 12:44:59","0","75326764ddbf2c6e","100","130","1","2018-03-21 12:45:00","R_1oqfQpwnHAhZXgs","","","","","44.935806274414","-93.163101196289","anonymous","EN","1.059","3.392","3.942","8","1.089","4.872","5.844","10","0.503","6.231","8.479","16","1","36","1","4","1","5","2","40","2","5","4","3","5","3","5","5","3","5","1","5","3","4","3","4","4","5","3","4","2","3","2","2","2","2","6","5","3","23","4","21","9","21","a4fb2bfc2f376db7","32M8BPYGATMT9V27CV27X3YX261IGG","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"155","2018-03-21 12:38:27","2018-03-21 12:45:11","0","99aa5b0db25b05a6","100","404","1","2018-03-21 12:45:11","R_enimMP6d4VAviXD","","","","","38.349594116211","-81.625602722168","anonymous","EN","0","0","4.616","0","0","0","28.661","0","0","0","17.705","0","2","42","1","6","1","3","1","79","1","6","6","2","5","1","5","6","2","6","1","5","2","2","2","4","4","4","6","1","3","3","2","6","6","6","1","1","3","28","4","13","30","21","d85d0f73ec8e18e2","30LB5CDZNCAITHGWYX1QC6E7R2E0ZS","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"156","2018-03-21 12:36:33","2018-03-21 12:45:20","0","82f45cd803b310e4","100","526","1","2018-03-21 12:45:20","R_1M3Zh87XwgCnyp1","","","","","43.658294677734","-93.375900268555","anonymous","EN","0","0","10.447","0","9.212","9.212","11.092","1","10.742","11.752","18.034","2","1","47","1","3","8","1","9","35","2","4","3","3","2","4","5","3","4","3","4","5","2","5","2","5","4","4","4","4","3","3","2","2","2","3","4","4","3","18","4","18","13","25","0d54e1a09351a820","3K4J6M3CXETE3DJ907AUG5AEPYVAG3","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"157","2018-03-21 12:41:40","2018-03-21 12:45:21","0","a44e76a73303e0f4","100","221","1","2018-03-21 12:45:21","R_1Ft537jTD7gJ475","","","","","37.369705200195","-122.02140045166","anonymous","EN","0","0","4.665","0","0","0","6.143","0","0","0","11.384","0","2","56","1","5","3","6","2","20","4","4","4","3","4","4","5","4","3","4","3","4","5","3","4","4","4","4","5","3","5","3","2","3","2","3","5","3","3","19","4","14","14","16","57d9ca47b1792153","3QL2OFSM96I86KXT7PJGCK9ZQD3CNG","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"158","2018-03-21 12:40:42","2018-03-21 12:45:21","0","a77723c6133e12ce","100","279","1","2018-03-21 12:45:22","R_ZrfFRHbswu5o4uZ","","","","","26.21989440918","-98.238998413086","anonymous","EN","0","0","5.322","0","0","0","10.422","0","0","0","18.966","0","1","55","1","5","1","3","1","71","1","6","5","1","5","1","5","6","2","6","1","4","5","4","3","4","4","5","6","4","3","4","2","5","6","5","2","1","3","28","4","18","27","18","3d03824d088f8d74","31HQ4X3T3SAYP1J4SYT1EX9S7LPLSH","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"159","2018-03-21 12:40:58","2018-03-21 12:45:22","0","ad7f964bc2b4b0f3","100","264","1","2018-03-21 12:45:23","R_3R7natFJeBqhrUG","","","","","42.888397216797","-78.876098632812","anonymous","EN","0","0","6.667","0","0","0","8.313","0","0","0","7.088","0","1","30","3","4","1","3","1","88","5","4","5","6","5","6","5","6","5","6","5","5","6","5","6","5","4","5","5","6","6","5","2","6","6","5","5","4","3","17","4","19","22","17","100b16d2655bf0bc","3IRIK4HM3AK0ZZR188XZA9NDVNEC66","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"160","2018-03-21 12:42:06","2018-03-21 12:45:25","0","785a9c69c5a9f925","100","199","1","2018-03-21 12:45:25","R_2PgP10aNk24Ush6","","","","","34.096405029297","-83.573997497559","anonymous","EN","0","0","3.827","0","0","0","5.621","0","0","0","11.107","0","1","22","1","4","1","5","1","69","2","5","5","3","5","2","5","5","2","5","1","6","2","5","4","5","4","5","5","4","2","4","2","4","3","4","3","3","3","24","4","20","19","24","7ddc4970921af821","317HQ483I7SZJNJTZZF2NN7U3IMNIS","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"161","2018-03-21 12:44:02","2018-03-21 12:45:26","0","f57267483f68da52","100","84","1","2018-03-21 12:45:26","R_2fkOQ3L53MQ1xBn","","","","","38.843902587891","-78.635398864746","anonymous","EN","0","0","4.084","0","0","0","5.846","0","0","0","6.138","0","1","40","1","8","1","4","2","35","4","2","2","3","3","3","5","3","3","3","4","3","2","3","3","3","4","3","3","3","3","3","2","3","3","4","4","3","3","14","4","17","17","18","165433a041ed7548","3K5TEWLKGVBCRSS21Q1TX417PLPVII","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"162","2018-03-21 12:42:47","2018-03-21 12:45:28","0","c605b57a875204d6","100","161","1","2018-03-21 12:45:29","R_2DSp3LzEF3kAi3V","","","","","37.721694946289","-122.44439697266","anonymous","EN","0","0","4.056","0","0","0","5.828","0","0","0","11.463","0","1","23","5","3","8","6","11","9","1","6","6","1","5","2","5","6","1","6","1","5","2","5","2","5","4","4","2","4","2","4","2","4","1","3","6","1","3","29","4","22","15","25","6ed1e93bd27d1fb7","3MRNMEIQW56SNC0MV8YCJYNS6IFLDN","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"163","2018-03-21 12:37:07","2018-03-21 12:45:30","0","90a9baa433f8a6c1","100","502","1","2018-03-21 12:45:30","R_3ni7BJCfUcX3HGC","","","","","41.071502685547","-75.127799987793","anonymous","EN","0","0","4.305","0","0","0","13.479","0","0","0","11.679","0","2","36","1","4","5","4","2","20","1","6","6","2","4","1","5","6","2","6","1","5","2","4","5","5","4","5","2","4","3","4","2","4","3","4","3","3","4","27","3","22","19","21","b6924ab4ce94038f","3SB5N7Y3O34I20LR85D1RZY1GCJG0I","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"164","2018-03-21 12:42:29","2018-03-21 12:45:35","0","e38572f0c8c70c14","100","185","1","2018-03-21 12:45:36","R_3oHnrwoQRmM9pSf","","","","","44.334106445312","-94.061698913574","anonymous","EN","0","0","6.749","0","0","0","8.225","0","0","0","12.849","0","1","43","1","4","1","6","9","50","1","6","6","2","6","1","5","6","2","6","1","4","3","5","4","5","4","6","4","5","1","5","2","2","2","2","5","4","3","29","4","25","11","21","9a09990d9ba1f908","3Z9WI9EOZZOYFMN6W451VJPB9A3KHS","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"165","2018-03-21 12:43:01","2018-03-21 12:45:37","0","73e0a85079a939d3","100","156","1","2018-03-21 12:45:38","R_3lX40EIk1gieGj9","","","","","40.168899536133","-105.09449768066","anonymous","EN","0","0","3.741","0","0","0","5.715","0","40.33","40.33","40.486","1","2","39","1","6","1","6","2","31","1","6","6","1","6","1","5","6","1","6","1","6","1","6","4","6","4","5","4","5","4","6","2","3","1","2","6","3","3","30","4","22","11","27","f908004d4f237c9e","30IQTZXKAK6TOMGHXFD5FLYWJ2GX0S","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"166","2018-03-21 12:41:01","2018-03-21 12:45:38","0","21362bd6fa2d79a5","100","277","1","2018-03-21 12:45:38","R_3I3FWOYdDokGA5Q","","","","","33.770797729492","-84.292999267578","anonymous","EN","0","0","5.718","0","0","0","10.907","0","0","0","15.25","0","2","24","3","4","2","4","2","10","2","5","5","2","5","2","5","5","3","5","2","5","2","4","4","5","4","3","4","4","5","3","2","5","2","3","5","5","3","25","4","15","14","22","6820556fdd8b0fa6","3WMINLGALB31M134YLEBQEPZR64CAW","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"167","2018-03-21 12:42:49","2018-03-21 12:45:42","0","d43ba73db388f72c","100","172","1","2018-03-21 12:45:42","R_3QMnw32NqgwTZjz","","","","","42.888397216797","-78.876098632812","anonymous","EN","0","0","4.955","0","0","0","7.797","0","0","0","35.272","0","1","29","6","3","1","3","2","90","6","4","3","2","2","1","5","6","6","4","3","2","4","1","6","6","4","3","5","2","4","5","2","5","6","2","5","2","4","15","3","15","20","13","4b8807756dde0e11","3M1CVSFP6055G2DN33F6AJEGVL4QAE","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"168","2018-03-21 12:36:41","2018-03-21 12:45:50","0","799943d7ee2a9a91","100","548","1","2018-03-21 12:45:50","R_3QRFAiPlyhCBSfB","","","","","33.788604736328","-117.93060302734","anonymous","EN","0","0","49.58","0","174.617","177.201","187.514","6","4.622","42.947","47.008","4","1","30","5","2","4","1","11","19","4","4","3","4","4","4","5","2","4","3","4","4","3","4","3","4","4","4","4","4","4","3","2","4","4","3","4","3","3","17","4","17","18","20","6b37a49edbb6039d","3QY5DC2MXRKS4M1CVSL3YLMWVMNFUL","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"169","2018-03-21 12:39:44","2018-03-21 12:45:50","0","eb67b210f4dca9c7","100","366","1","2018-03-21 12:45:51","R_4NkyePYvMN3mrJL","","","","","40.83219909668","-76.738800048828","anonymous","EN","191.814","191.814","201.889","1","0","0","5.872","0","0","0","6.61","0","2","43","1","6","1","5","9","50","2","4","4","2","4","2","5","4","2","4","2","5","1","4","2","5","4","3","6","6","5","1","2","3","3","3","3","3","3","22","4","13","17","25","8f8c62edc960b810","3GD6L00D3SXI1Z2VFRFWI918HQ21MF","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"170","2018-03-21 12:41:58","2018-03-21 12:45:59","0","25a23d5a84c09421","100","241","1","2018-03-21 12:46:00","R_21hRVbxqgtU4LaO","","","","","39.954803466797","-82.769302368164","anonymous","EN","0","0","4.472","0","0","0","8.608","0","0","0","7.752","0","2","33","1","6","1","3","9","1","3","5","5","3","4","5","5","5","4","4","1","2","4","2","4","4","4","5","2","4","3","2","2","5","4","4","5","2","3","22","4","20","20","14","9ffe51f10cffa76f","3HQUKB7LNFE7DWMYQJ24IR9JHTZHHL","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"171","2018-03-21 12:41:52","2018-03-21 12:46:05","0","b1f271918ba35132","100","252","1","2018-03-21 12:46:05","R_1j9BUsySfWtUffv","","","","","30.343399047852","-84.271598815918","anonymous","EN","0","0","5.582","0","0","0","6.011","0","0","0","9.753","0","2","50","1","3","3","4","2","42","5","5","5","2","5","1","5","5","3","5","1","5","3","4","3","5","4","5","3","4","5","2","2","4","2","2","5","4","2","22","3","17","13","22","d8cfbd647f0fed9a","30BXRYBRP4XPAMHNLIO4JUJ6WHCHWL","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"172","2018-03-21 12:37:38","2018-03-21 12:46:08","0","63aec39de90db4a7","100","510","1","2018-03-21 12:46:09","R_10YKXAyRN90WLFA","","","","","40.864807128906","-73.886703491211","anonymous","EN","0","0","11.808","0","0","0","10.348","0","0","0","46.798","0","1","29","2","4","1","1","2","19","2","6","6","2","6","1","5","6","1","6","1","5","2","3","2","5","4","5","4","5","4","3","2","4","3","3","4","3","3","28","4","19","17","23","1e169d3decafaa51","3RWE2M8QWHAOCS2DV9QWHJ7YHO60NB","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"173","2018-03-21 12:42:47","2018-03-21 12:46:11","0","ee76b97f6971a8c1","100","204","1","2018-03-21 12:46:12","R_b4m5pq59kojpSDL","","","","","44.946395874023","-93.051498413086","anonymous","EN","0","0","4.834","0","0","0","6.566","0","0","0","10.832","0","2","31","1","2","1","0","1","66","5","5","4","4","4","4","5","4","6","5","2","5","4","5","4","4","4","5","4","4","4","4","2","3","3","3","5","4","3","18","4","19","14","20","e0d9d2cf9f0a382c","3WEV0KO0OMSFRPVCFHVDVK1NYCNSD8","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
