"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Vax3_Vax1_1","Vax3_Vax1_2","Vax3_Vax1_3","Vax3_Vax1_4","Vax3_Vax1_5","Vax3_Vax1_6","Vax3_Vax1_check","Vax3_Vax1_33","Vax3_Vax1_34","Vax3_Vax1_35","Vax3_Vax1_36","SC0","SC1","workerId","assignmentId","hitId","study_time","payment"
"119","2018-03-29 09:49:01","2018-03-29 09:50:23","0","95d7a8186cb97b4e","100","81","1","2018-03-29 09:50:23","R_3Pi47s8oofqQR2t","","","","","36.345703125","-94.251403808594","anonymous","EN","3.373","3.373","6.978","1","4","5","4","3","5","4","5","4","3","5","2","21","1","4641eea93de3e8f3","3UOUJI6MTDE948SXVMRP4SM30ASUX3","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"120","2018-03-29 09:49:03","2018-03-29 09:50:43","0","af424205ddf9fef5","100","100","1","2018-03-29 09:50:44","R_ugJJ3tICXBUrolz","","","","","38.81559753418","-77.045303344727","anonymous","EN","0","0","57.083","0","1","6","6","1","5","1","5","6","1","6","1","29","1","08d3d403d45a0f59","3WR9XG3T63BG8VSRY3W9XPBLZ4Q74Z","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"121","2018-03-29 09:49:51","2018-03-29 09:51:03","0","60c5e1fee9fa62cf","100","71","1","2018-03-29 09:51:03","R_1eWTCQtPqd3LsWa","","","","","39.893707275391","-79.749198913574","anonymous","EN","0","0","6.096","0","2","5","5","2","5","2","5","5","2","5","2","25","1","ceefa51240f78398","3EFE17QCRC5W350E1DE3M5GLRNOSHS","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"122","2018-03-29 09:50:46","2018-03-29 09:51:46","0","f25800b256f17fa2","100","60","1","2018-03-29 09:51:46","R_1gwF7gIvHKkRufG","","","","","45.658294677734","-108.3842010498","anonymous","EN","0","0","6.773","0","2","3","3","3","1","4","5","2","6","3","4","16","1","2559b8ac05be0977","3LWJHTCVCCM0CTUVEJ1YOKP7TKRFQT","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"123","2018-03-29 09:50:31","2018-03-29 09:51:50","0","4d7cafdf6a8d6623","100","78","1","2018-03-29 09:51:50","R_1ot2toHw2RIlIk5","","","","","42.505401611328","-91.136100769043","anonymous","EN","0","0","6.563","0","1","6","6","2","5","1","5","6","2","6","1","28","1","484959553a8d4591","3HRMW88U16QIUAHDJ8BW44IYDH50MN","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"124","2018-03-29 09:50:46","2018-03-29 09:51:59","0","b65bcae613c3992b","100","72","1","2018-03-29 09:51:59","R_216WsXdf3KVPZ2O","","","","","41.187896728516","-73.831497192383","anonymous","EN","0","0","6.061","0","2","6","6","1","6","2","5","6","3","6","1","29","1","a9b8d9adebb5641f","3KOPY89HM82OAUAPZYGNQAOOCZU3JH","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"125","2018-03-29 09:50:54","2018-03-29 09:52:06","0","a4d8da1214747f14","100","71","1","2018-03-29 09:52:06","R_3kil4Hx5Iv9HGUX","","","","","41.400695800781","-84.133102416992","anonymous","EN","0","0","6.63","0","3","5","5","2","2","4","5","5","4","4","1","21","1","90d8cd29ef9d37fd","36U2A8VAG1ZK1HDV649PHJKE0PPKY3","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"126","2018-03-29 09:50:46","2018-03-29 09:52:08","0","56f7b354a774d528","100","81","1","2018-03-29 09:52:08","R_1Fnuhhu7wEvClrc","","","","","42.820907592773","-89.654800415039","anonymous","EN","0","0","6.413","0","1","6","6","1","6","1","5","6","2","6","1","30","1","6b882c16caf25550","36WLNQG78ZAL29SA0QK2BD98VJBBEV","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"127","2018-03-29 09:51:43","2018-03-29 09:52:26","0","480948fb47be8d18","100","42","1","2018-03-29 09:52:26","R_2CDlQ43RXzpFQbS","","","","","41.238998413086","-95.999397277832","anonymous","EN","0","0","6.425","0","1","6","6","1","5","1","5","6","4","6","1","29","1","970888e8020c182a","33PPO7FECVFQXBSGA51ZRIV0QXMDI5","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"128","2018-03-29 09:51:10","2018-03-29 09:52:31","0","53bd1e9d43402b7b","100","80","1","2018-03-29 09:52:31","R_3qdtt3B7h2zf4LK","","","","","33.375793457031","-84.465698242188","anonymous","EN","0","0","6.476","0","1","6","6","1","5","1","5","6","2","6","1","29","1","93acffd84540bbe9","3X73LLYYQ1EZNS89THXHNB6F4OHNHC","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"129","2018-03-29 09:51:51","2018-03-29 09:52:34","0","7ac7cf5a28da88f0","100","42","1","2018-03-29 09:52:34","R_3CZoAbYPZtHzlGQ","","","","","34.280395507812","-85.182098388672","anonymous","EN","0","0","5.814","0","2","6","6","2","5","2","5","6","2","6","1","27","1","f68daddfa2257b53","3A1COHJ8NJVEKLL5NF8Y5EGKFTI8H9","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"130","2018-03-29 09:51:23","2018-03-29 09:52:38","0","5d71d5c3ac83524d","100","75","1","2018-03-29 09:52:39","R_W1G19zCS1cKNsEF","","","","","40.849899291992","-73.876899719238","anonymous","EN","1.298","3.251","6.345","3","1","6","6","1","5","2","5","6","1","5","1","29","1","c301cde6c26cf007","3WRFBPLXRAOKTK1AEW8FJH55LJZ3NL","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"131","2018-03-29 09:51:01","2018-03-29 09:52:52","0","3ef5db49a5ad91a4","100","111","1","2018-03-29 09:52:52","R_wXmBmUxZwKebMdP","","","","","38.863998413086","-77.192199707031","anonymous","EN","0","0","6.779","0","4","3","5","4","2","5","5","5","4","3","3","16","1","43f126994de5c0ea","3DBQWDE4Y6YN7ZOESFW8YE3PZFQ5ND","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"132","2018-03-29 09:51:32","2018-03-29 09:53:07","0","b01cc6f760728182","100","95","1","2018-03-29 09:53:08","R_1gUum6oxVQT5Rlb","","","","","37.183395385742","-113.59989929199","anonymous","EN","4.444","4.444","10.968","1","2","5","6","2","4","3","5","5","5","4","2","25","1","7323d4246ff201b7","3B3WTRP3DB2AJ01X9MB5I65TAGI92H","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"133","2018-03-29 09:51:41","2018-03-29 09:53:12","0","b01f1a29e3d39a67","100","91","1","2018-03-29 09:53:12","R_2s11reSYvxnisog","","","","","39.772399902344","-86.160003662109","anonymous","EN","0","0","49.182","0","5","5","5","2","5","1","5","6","1","5","1","22","1","91de0f63dd5808a9","3G0WWMR1UVKC0L7CC7KBWPYGVBDQNB","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"134","2018-03-29 09:51:58","2018-03-29 09:53:17","0","f19b1b6e47c14abd","100","78","1","2018-03-29 09:53:17","R_3g00sKEaJHS5eV4","","","","","32.773193359375","-96.685096740723","anonymous","EN","0","0","7.419","0","1","5","6","1","5","2","5","6","1","6","1","28","1","6d8ebcdc90266f40","3YJ6NA41JBGVHJFCXWDU3DRPHVMJP9","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"135","2018-03-29 09:53:04","2018-03-29 09:53:38","0","49f48cb720264f54","100","33","1","2018-03-29 09:53:38","R_3PSn7x1R60ROPA7","","","","","28.544494628906","-81.370597839355","anonymous","EN","0","0","5.704","0","4","3","6","3","4","4","5","4","6","4","3","20","1","45d640daed5dc573","3IHR8NYAM715E1WRUPQQXB26ZYWP4O","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"136","2018-03-29 09:52:19","2018-03-29 09:53:46","0","523261889279e187","100","86","1","2018-03-29 09:53:46","R_1KpYD0yh2SgmUtw","","","","","40.732604980469","-91.964401245117","anonymous","EN","0","0","7.257","0","4","5","5","2","5","3","5","5","4","5","1","23","1","fea47289014ab96a","36U2A8VAG1ZK1HDV649PHJKE0PPYKH","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"137","2018-03-29 09:53:06","2018-03-29 09:53:49","0","465c63750f689727","100","43","1","2018-03-29 09:53:49","R_3FJ4mGVEU27tiY2","","","","","40.113403320312","-75.186096191406","anonymous","EN","0","0","5.938","0","3","4","4","3","3","4","5","4","4","4","3","19","1","7db3e48f6a8345ef","3TYCR1GOTCJVQD5INQN9AQ6VVJYZLC","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"138","2018-03-29 09:53:03","2018-03-29 09:53:55","0","9f78d875fd0c25bd","100","52","1","2018-03-29 09:53:55","R_efYt8ZZ0m6EtCuJ","","","","","30.567001342773","-96.283699035645","anonymous","EN","0","0","7.27","0","2","6","6","2","5","3","5","6","1","6","1","27","1","98669319bb17dac5","3KKG4CDWKIYKMEGKD0UTBL2RUUF499","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"139","2018-03-29 09:53:46","2018-03-29 09:54:29","0","18a7061a57571dab","100","43","1","2018-03-29 09:54:30","R_3hsEkEfAezXpLje","","","","","40.807601928711","-79.421997070312","anonymous","EN","0","0","14.8","0","2","5","5","2","5","2","5","5","2","5","1","25","1","bd75b5d53fe87962","36NEMU28XFDB20IYCF4HBZR2EMKMWB","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"140","2018-03-29 09:53:58","2018-03-29 09:54:50","0","3ff3b408cc75dbbc","100","51","1","2018-03-29 09:54:50","R_OqdEBcwM69N1wLn","","","","","26.629196166992","-81.943199157715","anonymous","EN","0","0","6.541","0","4","4","4","3","3","3","5","4","5","4","3","18","1","d79703d37850a229","3OE22WJIGIOPVBRL98WXAKQA376UQ7","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"141","2018-03-29 09:54:28","2018-03-29 09:55:04","0","f0b6143153300edf","100","36","1","2018-03-29 09:55:04","R_2rptZ9eo9K9VQFc","","","","","35.058502197266","-106.62359619141","anonymous","EN","0","0","6.37","0","6","6","6","1","6","1","5","6","1","6","1","25","1","243d99d2390b7f7a","3TOK3KHVJTIKCO29HNBIBNHQGVR7OA","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"142","2018-03-29 09:53:59","2018-03-29 09:55:09","0","9c7a4dfc71efc39c","100","69","1","2018-03-29 09:55:09","R_1LOP5WkpoqvILy8","","","","","33.176895141602","-96.698501586914","anonymous","EN","0","0","6.475","0","3","5","5","3","4","3","5","5","3","4","2","22","1","a5088be1b5b16a32","30H4UDGLT2ILIRLX0TQMJ5J6LPHPMJ","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"143","2018-03-29 09:53:43","2018-03-29 09:55:38","0","3c275e61fbe26445","100","114","1","2018-03-29 09:55:38","R_3NVYBweMEhqNtFz","","","","","40.039306640625","-75.066703796387","anonymous","EN","0","0","10.635","0","2","5","5","2","5","2","5","5","2","5","2","25","1","64ad1783e72e1226","3COPXFW7XBCQS3LUFHD64SR2WKMPKE","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"144","2018-03-29 09:54:28","2018-03-29 09:55:49","0","9500c94397f26806","100","81","1","2018-03-29 09:55:50","R_3GeSfaTXxax6lmH","","","","","44.639099121094","-123.27099609375","anonymous","EN","0","0","7.342","0","1","6","6","1","6","2","5","6","1","5","1","30","1","b2ccacf94e2fc177","3KWTYT08703XJZLTG2GTLMZ0UKR5LC","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"145","2018-03-29 09:55:21","2018-03-29 09:55:56","0","4835ee4ae27aa5df","100","35","1","2018-03-29 09:55:56","R_2ygvUIWbVA0GMav","","","","","42.206100463867","-83.622802734375","anonymous","EN","0","0","6.022","0","1","6","6","1","6","1","5","6","1","6","1","30","1","e9251727d5a9b6c8","39GXDJN2OTEJ2MGPS4P2KF7TN8U8V0","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"146","2018-03-29 09:55:14","2018-03-29 09:56:15","0","3ae90097fd61847c","100","61","1","2018-03-29 09:56:15","R_BKrPETvVj2WF0NH","","","","","32.345794677734","-89.796699523926","anonymous","EN","5.134","5.134","6.392","1","1","6","6","1","5","1","5","6","2","6","1","29","1","62c85b96b6dbd069","3QILPRALQ5V6UH7GQD3BAYDG15S8NJ","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"147","2018-03-29 09:56:23","2018-03-29 09:57:19","0","98f773182c33c384","100","55","1","2018-03-29 09:57:19","R_vVIuweruwn482Kl","","","","","38.747299194336","-98.205101013184","anonymous","EN","6.332","6.332","6.879","1","4","4","3","5","2","5","5","3","6","3","3","14","1","ad596ab20f0a5a72","31HQ4X3T3SAYP1J4SYT1EX9S84ZLSU","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"148","2018-03-29 09:56:14","2018-03-29 09:57:26","0","e4c327eeff792f52","100","72","1","2018-03-29 09:57:27","R_56DFA0NfnXsWRQB","","","","","38.710006713867","-90.501602172852","anonymous","EN","4.512","4.512","6.348","1","4","4","4","4","3","5","5","4","6","4","3","17","1","4bf0d391516adea5","3MMN5BL1WZ4EB2GA2VTF62G5GTQ3MM","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"149","2018-03-29 09:56:11","2018-03-29 09:57:56","0","b1f3c3b5f170c1ba","100","105","1","2018-03-29 09:57:57","R_3k1Z027NO8PLfpE","","","","","34.901092529297","-82.26619720459","anonymous","EN","0","0","6.849","0","3","4","4","3","1","3","5","4","5","3","3","17","1","2ac572e2f810ae8c","3M1CVSFP6055G2DN33F6AJEGW4FAQC","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"150","2018-03-29 09:57:39","2018-03-29 09:58:49","0","fe4402208b496556","100","69","1","2018-03-29 09:58:50","R_1r1aHsY3kq6pq7M","","","","","37.038299560547","-88.715698242188","anonymous","EN","4.08","4.08","6.303","1","2","6","6","1","5","1","5","6","2","6","1","28","1","ac1ec6d622541b93","3MTMREQS4VIA0Z99FCEC28W2K5WWA2","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"151","2018-03-29 09:57:45","2018-03-29 09:59:14","0","077d2a520c822e4f","100","89","1","2018-03-29 09:59:15","R_26fZPahnASlmyPP","","","","","36.188201904297","-94.237297058105","anonymous","EN","0","0","7.957","0","5","3","3","5","3","5","5","3","4","2","4","13","1","72756067e3d16c4a","30H4UDGLT2ILIRLX0TQMJ5J6LPHMPG","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"152","2018-03-29 09:57:25","2018-03-29 09:59:22","0","73e0a85079a939d3","100","117","1","2018-03-29 09:59:22","R_2CTWaMmdrPHE1ET","","","","","40.168899536133","-105.09449768066","anonymous","EN","0","0","5.868","0","6","6","6","1","6","1","5","6","1","6","1","25","1","f908004d4f237c9e","358UUM7WRZ3N91UP9FSM5IMVRIBR73","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"153","2018-03-29 09:52:39","2018-03-29 09:59:28","0","f9d7763381d49e14","100","409","1","2018-03-29 09:59:28","R_1DpRbVUnjwuYqGk","","","","","41.283294677734","-72.865303039551","anonymous","EN","0","0","374.168","0","2","4","6","1","4","1","5","6","4","5","1","25","1","a6d99737753457a4","3U84XHCDICDZS5YXHYOSO94K9X3Z4J","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"154","2018-03-29 09:59:10","2018-03-29 10:00:01","0","abc2c65e99fc0707","100","51","1","2018-03-29 10:00:01","R_2zOveL7B7FdfdRI","","","","","34.118194580078","-118.67390441895","anonymous","EN","0","0","6.471","0","2","5","5","2","4","2","5","5","3","5","2","24","1","e8ad05364865eecb","3LBXNTKX0RVBKG4UXBWY8WZPNPKX9H","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"155","2018-03-29 09:59:21","2018-03-29 10:00:23","0","d3ed95f7febdc2af","100","61","1","2018-03-29 10:00:23","R_1FFif1tpBdCX1Qw","","","","","28.544494628906","-81.370597839355","anonymous","EN","0","0","6.012","0","4","4","5","3","2","4","5","4","3","4","3","18","1","239628dcdb584a66","3OSWBBLG1EXNN6HB9R10USIFEAZXDY","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"156","2018-03-29 10:00:07","2018-03-29 10:00:58","0","3c353ff0499866d2","100","51","1","2018-03-29 10:00:58","R_1pVzPqiZztcqdOW","","","","","26.623092651367","-81.875396728516","anonymous","EN","0","0","6.006","0","2","5","6","3","5","2","5","6","3","6","1","25","1","78a26f0673e1541d","34Q075JO1XDLYLVOQMSYKCUVF7C01J","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"157","2018-03-29 10:00:19","2018-03-29 10:01:06","0","9c07c27c18325855","100","46","1","2018-03-29 10:01:07","R_2ByCN5VCCNtHhfG","","","","","41.584197998047","-87.495597839355","anonymous","EN","6.142","6.142","6.55","1","1","6","6","1","6","1","5","6","1","6","1","30","1","6ae7680995fe41a0","3TEM0PF1Q5XFQGB06FCTLEV444F0D9","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"158","2018-03-29 10:00:18","2018-03-29 10:01:37","0","32bbbfbcf81e4483","100","78","1","2018-03-29 10:01:37","R_2s2wJ8LdWANpOwh","","","","","35.464706420898","-81.576202392578","anonymous","EN","0","0","17.562","0","1","6","6","1","6","1","5","6","1","6","1","30","1","3964a3296b78f6a2","3CTOC39K37Q6BDBC1AJD3R04H2I7JU","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"159","2018-03-29 10:00:04","2018-03-29 10:01:42","0","b786bbd6fc992e90","100","98","1","2018-03-29 10:01:43","R_SBNs28AWX0pHNM5","","","","","30.880798339844","-88.59220123291","anonymous","EN","0","0","12.992","0","1","6","6","1","3","4","5","6","1","6","1","27","1","7c432a41a75a92c7","3RKNTXVS3MYYRXQP568T7GDB0DYA4X","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"160","2018-03-29 10:01:13","2018-03-29 10:01:55","0","6e2fbaabc380cc6b","100","41","1","2018-03-29 10:01:55","R_3hgBlpjnwzBQ8Br","","","","","47.489105224609","-122.29080200195","anonymous","EN","0","0","7.149","0","2","6","5","1","5","1","5","5","2","5","1","27","1","5399919738daf579","3OS4RQUCR9FD8NS6V148TVU87LSBFH","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"161","2018-03-29 10:01:26","2018-03-29 10:02:29","0","2632385e2ed9fb2c","100","62","1","2018-03-29 10:02:29","R_12coRNnhlyT5OoJ","","","","","36.811294555664","-76.368698120117","anonymous","EN","0","0","6.005","0","1","6","6","1","6","1","5","6","1","6","1","30","1","23351804df80392b","3YHH42UU5BFYOSZSJWAH4R39DDHL0A","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"162","2018-03-29 10:01:25","2018-03-29 10:02:29","0","8305bd5c34d63244","100","63","1","2018-03-29 10:02:29","R_28NvfdQmKUr7tLz","","","","","47.559494018555","-122.0092010498","anonymous","EN","0","0","5.904","0","2","6","6","1","5","2","5","6","2","6","1","28","1","38672dcea525b05e","36U2A8VAG1ZK1HDV649PHJKE0QRKY7","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"163","2018-03-29 10:01:33","2018-03-29 10:02:37","0","84a318d0a2a849c7","100","63","1","2018-03-29 10:02:37","R_b91N5JsSYvdycq5","","","","","47.787704467773","-117.45550537109","anonymous","EN","0","0","7.59","0","1","6","6","1","6","1","5","6","1","6","1","30","1","fc95e07b01f5d165","3M68NM076H7451GKQ5NUZ4MZW8S6RM","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"164","2018-03-29 10:01:12","2018-03-29 10:02:45","0","a48547b260bb9a01","100","93","1","2018-03-29 10:02:46","R_2CfgXefaH33w5Bc","","","","","33.548706054688","-84.402397155762","anonymous","EN","0","0","8.862","0","1","6","6","1","6","1","5","6","1","6","1","30","1","ec7702eb0c51167d","3QEMNNSB2XZT8RBKREX20T5RCILD7M","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"165","2018-03-29 10:02:19","2018-03-29 10:03:15","0","8bc152e955231ac3","100","55","1","2018-03-29 10:03:15","R_2qgFaJXWQLtQfo0","","","","","39.07829284668","-108.48680114746","anonymous","EN","0","0","6.565","0","5","5","5","1","5","2","5","5","1","5","1","23","1","7bbcbd329e03f321","3PW9OPU9PQKSUVY259WC30NAC5W124","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"166","2018-03-29 10:03:03","2018-03-29 10:03:58","0","9cd46b150f7065fe","100","54","1","2018-03-29 10:03:58","R_3oSfyJoX7iExv19","","","","","47.303695678711","-122.37440490723","anonymous","EN","0","0","6.316","0","6","6","6","1","5","2","5","6","5","6","1","24","1","4346175a100b59a5","39PAAFCODM02068DV20XBB3G1MGTVD","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"167","2018-03-29 10:02:57","2018-03-29 10:04:16","0","d9ab11435384757d","100","79","1","2018-03-29 10:04:16","R_2RamxSW8IhLGXTX","","","","","38.869400024414","-77.637298583984","anonymous","EN","0","0","6.686","0","1","6","6","2","5","1","5","6","2","6","1","28","1","9c8362f80360fa4e","3PIWWX1FJJ6ZV8CE2J8A6H5D8XIJJD","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"168","2018-03-29 10:01:55","2018-03-29 10:04:24","0","c4b8f9cce4ed07b4","100","148","1","2018-03-29 10:04:24","R_1PS2TV6S0TtCauM","","","","","34.052200317383","-118.24369812012","anonymous","EN","0","0","49.135","0","2","5","5","4","2","3","5","5","2","5","1","20","1","783552254f9d977a","3Z3ZLGNNSIU5WHE2UO0WNB0AQULQ3U","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"169","2018-03-29 10:03:40","2018-03-29 10:04:26","0","1dcbd5379be05ff9","100","45","1","2018-03-29 10:04:26","R_2bPpycbK6vaXeV7","","","","","43.177597045898","-83.70719909668","anonymous","EN","0","0","11.376","0","2","5","2","2","2","5","5","5","6","4","2","19","1","fcd08485d133e703","3QUO65DNQUOMAZE5UV4TLFVAO7QOUX","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"170","2018-03-29 10:04:38","2018-03-29 10:05:15","0","a378aac09465e4c1","100","36","1","2018-03-29 10:05:15","R_3maAIO3n31DHbNy","","","","","33.176895141602","-96.698501586914","anonymous","EN","0","0","6.437","0","1","6","6","1","6","1","5","6","1","6","1","30","1","05ac751acfb04664","3QXNC7EIPIV3NQYJUZ7RZICEDJ109T","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"171","2018-03-29 10:02:53","2018-03-29 10:05:49","0","ed8734395f631351","100","175","1","2018-03-29 10:05:49","R_2usrz4REPGpTUPJ","","","","","41.603302001953","-87.754699707031","anonymous","EN","0","0","15.493","0","2","6","6","1","5","2","5","6","2","6","1","28","1","30a4f45d1624f46d","3PPTZCWALQK6HALVFVV5RC5P5QNQZW","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"172","2018-03-29 10:04:55","2018-03-29 10:05:52","0","317068014d97f70a","100","56","1","2018-03-29 10:05:53","R_3FWFmTX8BbmmLN9","","","","","37.790496826172","-85.484802246094","anonymous","EN","0","0","13.557","0","4","5","5","2","4","4","5","5","3","4","2","22","1","89289b7bf06bdabc","31N2WW6R9RQ85SOTG8P2BCWWJTFF3U","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"173","2018-03-29 10:04:47","2018-03-29 10:06:01","0","f861b016683fd359","100","74","1","2018-03-29 10:06:01","R_12bViOg60mMAEB1","","","","","37.440399169922","-121.87049865723","anonymous","EN","0","0","17.606","0","4","6","6","1","5","4","5","6","4","5","1","26","1","484f0864a873fdee","3WYGZ5XF3WFN5V1M7YH0ZXWDJ5VSK1","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"174","2018-03-29 10:06:04","2018-03-29 10:06:50","0","e16560abedec02b3","100","45","1","2018-03-29 10:06:51","R_24Ad1LzpUTHcr9J","","","","","38.936401367188","-89.096199035645","anonymous","EN","0","0","6.676","0","6","6","6","1","4","1","5","6","3","6","1","23","1","0b484fec8090f36f","3UXUOQ9OKEXVAK887460ASXLRFP7AF","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"175","2018-03-29 10:05:47","2018-03-29 10:07:28","0","e495e67338768b49","100","100","1","2018-03-29 10:07:28","R_2WNHaoSr5kkuSsQ","","","","","31.719802856445","-83.213203430176","anonymous","EN","0","0","12.759","0","4","4","4","4","3","5","5","4","5","4","3","17","1","6eb9c35f22284f89","3PXX5PX6LXYICWBYKLIGFUJHA5GAB4","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"176","2018-03-29 10:06:47","2018-03-29 10:08:13","0","a97342d09e013388","100","85","1","2018-03-29 10:08:13","R_2VfF0XopEslKHfl","","","","","39.717102050781","-84.133102416992","anonymous","EN","0","0","6.433","0","1","6","6","2","5","3","5","6","4","5","2","28","1","1b9bd9df5d324afd","3TU5ZICBRD1RXEK865VSES8L6HH8QA","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"177","2018-03-29 10:07:13","2018-03-29 10:08:14","0","1767e049542cbbde","100","61","1","2018-03-29 10:08:15","R_ZBOjW8OLCgY1MAN","","","","","36.848403930664","-76.710403442383","anonymous","EN","6.079","6.079","6.507","1","4","2","4","4","2","6","5","4","6","3","2","14","1","e42fd1ca39db389e","3VSOLARPKB9Z4IXGDMPA1GALGVL39R","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"178","2018-03-29 10:07:30","2018-03-29 10:08:15","0","1a81c5787e2945c1","100","45","1","2018-03-29 10:08:15","R_2uqbll5ZBe6Z2qc","","","","","40.132507324219","-75.332397460938","anonymous","EN","0","0","6.381","0","1","6","6","1","5","1","5","6","1","6","1","29","1","3cc8b943b27eb620","38BQUHLA9W03XR9WLTD7U5EGBLOOM6","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"179","2018-03-29 10:08:21","2018-03-29 10:09:15","0","05cfc0fbd1b3abeb","100","54","1","2018-03-29 10:09:16","R_122LwZUWJmwrL7J","","","","","41.394897460938","-75.70890045166","anonymous","EN","0","0","24.574","0","3","4","4","3","4","3","5","4","3","4","2","20","1","533b6138719c4d0b","3HVVDCPGTESJ403I0DNHIA7AJ3JTYN","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"180","2018-03-29 10:08:29","2018-03-29 10:09:36","0","8177a8020b5cb12e","100","67","1","2018-03-29 10:09:36","R_1nNMf5CYQdSC79U","","","","","37.403305053711","-119.61380004883","anonymous","EN","0","0","6.734","0","2","5","6","3","4","2","5","5","2","5","1","24","1","802055263b47a7e7","39DD6S19JPBHK7VQ6405XVGBMN0EZ9","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
